File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF892YNN	tsv	gene quantifications	ENCSR000CTB	RNA-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				3							ENCFF000KHA, ENCFF426MTM	1497656	ENCODE Processing Pipeline	df0430e1c1c23d818db3fe84ca5cf05a		https://www.encodeproject.org/files/ENCFF892YNN/@@download/ENCFF892YNN.tsv	GRCh38			released			missing RIN		
ENCFF186GWX	tsv	gene quantifications	ENCSR000CTB	RNA-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				4							ENCFF000KHB, ENCFF426MTM	1494899	ENCODE Processing Pipeline	7b321c1701a093cef2320571b66c46de		https://www.encodeproject.org/files/ENCFF186GWX/@@download/ENCFF186GWX.tsv	GRCh38			released			missing RIN		
ENCFF440JFS	tsv	gene quantifications	ENCSR000CTB	RNA-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				3							ENCFF000KHA, ENCFF982OYH	1407838	ENCODE Processing Pipeline	ad5473861df2e0c3a905559f6845c462		https://www.encodeproject.org/files/ENCFF440JFS/@@download/ENCFF440JFS.tsv	hg19			released			missing RIN		
ENCFF637HIK	tsv	gene quantifications	ENCSR000CTB	RNA-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				4							ENCFF000KHB, ENCFF982OYH	1405083	ENCODE Processing Pipeline	33aab51983b41d0e5365ece4e6bbbf6e		https://www.encodeproject.org/files/ENCFF637HIK/@@download/ENCFF637HIK.tsv	hg19			released			missing RIN		
ENCFF682WIG	tsv	gene quantifications	ENCSR596ACL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1							ENCFF769JZG, ENCFF940AZB	10075679	ENCODE Processing Pipeline	afeb0759df8caafe9c8496bb1b0ad686		https://www.encodeproject.org/files/ENCFF682WIG/@@download/ENCFF682WIG.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF970REO	tsv	gene quantifications	ENCSR596ACL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF721BBN, ENCFF940AZB	10072492	ENCODE Processing Pipeline	61a9b24a47e70ef246a3ed53eae8dc4f		https://www.encodeproject.org/files/ENCFF970REO/@@download/ENCFF970REO.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF472MYD	tsv	gene quantifications	ENCSR596ACL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1							ENCFF826ONU, ENCFF992MXD	9696026	ENCODE Processing Pipeline	cd7823c9180f9f18304bc86450686fc8		https://www.encodeproject.org/files/ENCFF472MYD/@@download/ENCFF472MYD.tsv	hg19			released			missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF718VVC	tsv	gene quantifications	ENCSR596ACL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF645JWC, ENCFF826ONU	9693224	ENCODE Processing Pipeline	c17689ba4d73d51d0eb3e5ed2744d2b2		https://www.encodeproject.org/files/ENCFF718VVC/@@download/ENCFF718VVC.tsv	hg19			released			missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF082JPH	tsv	gene quantifications	ENCSR626WAX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-12-17	ENCODE				1							ENCFF312MNZ, ENCFF982OYH	1398342	ENCODE Processing Pipeline	1ac1c52edcf77372a719696d46c749d4		https://www.encodeproject.org/files/ENCFF082JPH/@@download/ENCFF082JPH.tsv	hg19			released			missing RIN		
ENCFF201PVV	tsv	gene quantifications	ENCSR626WAX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-12-17	ENCODE				2							ENCFF670LVD, ENCFF982OYH	1399528	ENCODE Processing Pipeline	5342931f475091720e52439c4559cb7d		https://www.encodeproject.org/files/ENCFF201PVV/@@download/ENCFF201PVV.tsv	hg19			released			missing RIN		
ENCFF672DYT	tsv	gene quantifications	ENCSR626WAX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-12-17	ENCODE				1							ENCFF312MNZ, ENCFF426MTM	1487729	ENCODE Processing Pipeline	4daa8074ef1e216df86ac831da40a3c3		https://www.encodeproject.org/files/ENCFF672DYT/@@download/ENCFF672DYT.tsv	GRCh38			released			missing RIN		
ENCFF857GBB	tsv	gene quantifications	ENCSR626WAX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-12-17	ENCODE				2							ENCFF426MTM, ENCFF670LVD	1488917	ENCODE Processing Pipeline	5f0c579e88ef3ea52d36a00a33d5c949		https://www.encodeproject.org/files/ENCFF857GBB/@@download/ENCFF857GBB.tsv	GRCh38			released			missing RIN		
ENCFF010RHX	tsv	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF558UTR, ENCFF940AZB	9877796	ENCODE Processing Pipeline	13eb13bc2caa909e36b19d529b81fc67		https://www.encodeproject.org/files/ENCFF010RHX/@@download/ENCFF010RHX.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF206NFZ	tsv	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF321OWM, ENCFF940AZB	9889065	ENCODE Processing Pipeline	b32e11b36cd907c8d2444d5d2915742c		https://www.encodeproject.org/files/ENCFF206NFZ/@@download/ENCFF206NFZ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF777JPE	tsv	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF381TGC, ENCFF826ONU	9516167	ENCODE Processing Pipeline	668da4542b633c7e9d2a2b669a4ebfda		https://www.encodeproject.org/files/ENCFF777JPE/@@download/ENCFF777JPE.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF514QCL	tsv	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF065WSC, ENCFF826ONU	9524927	ENCODE Processing Pipeline	98a0ac8b551003193bc9a7477d7c4292		https://www.encodeproject.org/files/ENCFF514QCL/@@download/ENCFF514QCL.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF640ZBJ	tsv	gene quantifications	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				2							ENCFF433LZB, ENCFF940AZB	10098261	ENCODE Processing Pipeline	c45b51d23dbdaf4ccd73e1fa5beb6914		https://www.encodeproject.org/files/ENCFF640ZBJ/@@download/ENCFF640ZBJ.tsv	GRCh38			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF861GCR	tsv	gene quantifications	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				1							ENCFF024BJQ, ENCFF940AZB	10109414	ENCODE Processing Pipeline	e3d479c096322710105d21c7d510e810		https://www.encodeproject.org/files/ENCFF861GCR/@@download/ENCFF861GCR.tsv	GRCh38			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF649AHO	tsv	gene quantifications	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				2							ENCFF433AVU, ENCFF826ONU	9728478	ENCODE Processing Pipeline	2780ba887bf6899758b15405f0c18214		https://www.encodeproject.org/files/ENCFF649AHO/@@download/ENCFF649AHO.tsv	hg19			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF974MUO	tsv	gene quantifications	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				1							ENCFF826ONU, ENCFF907HNE	9740072	ENCODE Processing Pipeline	ebad799e9cc91f70cc086e1cdbfb3bee		https://www.encodeproject.org/files/ENCFF974MUO/@@download/ENCFF974MUO.tsv	hg19			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF270MHZ	tsv	gene quantifications	ENCSR176FKY	RNA-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF358DCA, ENCFF940AZB	9952576	ENCODE Processing Pipeline	5707669bc3d2f2c2cd47f22a9ffff996		https://www.encodeproject.org/files/ENCFF270MHZ/@@download/ENCFF270MHZ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF344RZV	tsv	gene quantifications	ENCSR176FKY	RNA-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF747ZFD, ENCFF826ONU	9597667	ENCODE Processing Pipeline	fc4fb8da0aebbf4656e0ddbc9bf0e132		https://www.encodeproject.org/files/ENCFF344RZV/@@download/ENCFF344RZV.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF730QQU	tsv	gene quantifications	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1							ENCFF182SDU, ENCFF940AZB	9965039	ENCODE Processing Pipeline	cd337ed310907ee663104b4cf33ccb66		https://www.encodeproject.org/files/ENCFF730QQU/@@download/ENCFF730QQU.tsv	GRCh38			released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF656BSD	tsv	gene quantifications	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF706URN, ENCFF940AZB	10001978	ENCODE Processing Pipeline	71f51d251b65204f6a41e612c921bdc9		https://www.encodeproject.org/files/ENCFF656BSD/@@download/ENCFF656BSD.tsv	GRCh38			released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF213VJT	tsv	gene quantifications	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1							ENCFF031GDG, ENCFF826ONU	9579643	ENCODE Processing Pipeline	d29e6471b17427c9b899896d181cf8bd		https://www.encodeproject.org/files/ENCFF213VJT/@@download/ENCFF213VJT.tsv	hg19			released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF937BID	tsv	gene quantifications	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF368RIG, ENCFF826ONU	9616381	ENCODE Processing Pipeline	6d9ce48f212dbf6dcaaaffefc369371f		https://www.encodeproject.org/files/ENCFF937BID/@@download/ENCFF937BID.tsv	hg19			released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF083PYO	tsv	gene quantifications	ENCSR178SNP	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	1 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1						ENCFF123SSX, ENCFF484VOS, ENCFF550VOB, ENCFF720SJR, ENCFF875NIU, ENCFF904HZM	1571394	Manuel Garber, UMass	6ca5da38bdcd977cf69b8bf8c6bce47b		https://www.encodeproject.org/files/ENCFF083PYO/@@download/ENCFF083PYO.tsv	hg19	Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF246ZOR	tsv	gene quantifications	ENCSR571IUZ	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	4 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1						ENCFF123SSX, ENCFF484VOS, ENCFF550VOB, ENCFF649ASL, ENCFF904HZM	3529272	Manuel Garber, UMass	cddb3d5e7b0e62d47180ae00ac7c8ced		https://www.encodeproject.org/files/ENCFF246ZOR/@@download/ENCFF246ZOR.tsv	hg19	Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF331CDB	tsv	gene quantifications	ENCSR760INS	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	6 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1						ENCFF123JND, ENCFF123SSX, ENCFF453QAE, ENCFF484VOS, ENCFF550VOB, ENCFF904HZM	1565073	Manuel Garber, UMass	44bbf5ca3e06e5b8132f91f3667ed4c9		https://www.encodeproject.org/files/ENCFF331CDB/@@download/ENCFF331CDB.tsv	hg19	Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF094ADI	tsv	gene quantifications	ENCSR332SRS	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	4 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1						ENCFF118MUC, ENCFF123SSX, ENCFF484VOS, ENCFF550VOB, ENCFF904HZM, ENCFF995TMT	1565564	Manuel Garber, UMass	5b6eccba8a6549fb4220fa62ee8dc613		https://www.encodeproject.org/files/ENCFF094ADI/@@download/ENCFF094ADI.tsv	hg19	Illumina NextSeq 500		released			missing RIN	unreplicated experiment	
ENCFF811HGV	tsv	gene quantifications	ENCSR000CVK	RNA-seq	CL:1000458	melanocyte of skin	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000KEF, ENCFF426MTM	1511991	ENCODE Processing Pipeline	587c896fa192893f17c59240bd0c649b		https://www.encodeproject.org/files/ENCFF811HGV/@@download/ENCFF811HGV.tsv	GRCh38			released			missing RIN		
ENCFF006PSV	tsv	gene quantifications	ENCSR000CVK	RNA-seq	CL:1000458	melanocyte of skin	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000KEC, ENCFF426MTM	1505661	ENCODE Processing Pipeline	27ffee5e8899ca325d65bfaf260714bc		https://www.encodeproject.org/files/ENCFF006PSV/@@download/ENCFF006PSV.tsv	GRCh38			released			missing RIN		
ENCFF060SLT	tsv	gene quantifications	ENCSR000CVK	RNA-seq	CL:1000458	melanocyte of skin	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000KEF, ENCFF048QLB	1435232	ENCODE Processing Pipeline	2f45130f878157ec30cc4917eff0cbd3		https://www.encodeproject.org/files/ENCFF060SLT/@@download/ENCFF060SLT.tsv	hg19			released			missing RIN		
ENCFF111BZI	tsv	gene quantifications	ENCSR000CVK	RNA-seq	CL:1000458	melanocyte of skin	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000KEC, ENCFF048QLB	1429087	ENCODE Processing Pipeline	20847a46c58603466d971006b7de4a5a		https://www.encodeproject.org/files/ENCFF111BZI/@@download/ENCFF111BZI.tsv	hg19			released			missing RIN		
ENCFF741PUY	tsv	gene quantifications	ENCSR000BZU	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2010-11-17	ENCODE				1							ENCFF647CXT, ENCFF940AZB	10088014	ENCODE Processing Pipeline	e8948a95785763f7db983e2a12b0616e		https://www.encodeproject.org/files/ENCFF741PUY/@@download/ENCFF741PUY.tsv	GRCh38			released		low read depth	missing RIN	missing spikeins	
ENCFF598ARA	tsv	gene quantifications	ENCSR000BZU	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2010-11-17	ENCODE				1							ENCFF826ONU, ENCFF908NYY	9720922	ENCODE Processing Pipeline	7b34f915b954ac46331c0c823036ab86		https://www.encodeproject.org/files/ENCFF598ARA/@@download/ENCFF598ARA.tsv	hg19			released		low read depth	missing RIN	missing spikeins	
ENCFF602NKQ	tsv	gene quantifications	ENCSR410DUZ	RNA-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF913SAC, ENCFF940AZB	10196525	ENCODE Processing Pipeline	a606756eee046409825a534ddbfe4c33		https://www.encodeproject.org/files/ENCFF602NKQ/@@download/ENCFF602NKQ.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF349KAZ	tsv	gene quantifications	ENCSR410DUZ	RNA-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF262WEP, ENCFF826ONU	9819061	ENCODE Processing Pipeline	85cbdc3759494b6dde0dbb1a27c5710d		https://www.encodeproject.org/files/ENCFF349KAZ/@@download/ENCFF349KAZ.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF050BGO	tsv	gene quantifications	ENCSR968WKR	RNA-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	doxycycline hyclate	0.5 μg/mL	4 day		RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2							ENCFF483LWX, ENCFF826ONU	9493087	ENCODE Processing Pipeline	66e7e7679214417400cc3d2004e0573f		https://www.encodeproject.org/files/ENCFF050BGO/@@download/ENCFF050BGO.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF059OEN	tsv	gene quantifications	ENCSR968WKR	RNA-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	doxycycline hyclate	0.5 μg/mL	4 day		RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF251AEI, ENCFF826ONU	9484235	ENCODE Processing Pipeline	958777cfadc656795be3fc899d363db9		https://www.encodeproject.org/files/ENCFF059OEN/@@download/ENCFF059OEN.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF249CKU	tsv	gene quantifications	ENCSR968WKR	RNA-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	doxycycline hyclate	0.5 μg/mL	4 day		RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF523GOW, ENCFF940AZB	9829798	ENCODE Processing Pipeline	d9ce453ae94c4ad679795536bf2261f4		https://www.encodeproject.org/files/ENCFF249CKU/@@download/ENCFF249CKU.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF688CEH	tsv	gene quantifications	ENCSR968WKR	RNA-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	doxycycline hyclate	0.5 μg/mL	4 day		RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2							ENCFF550JHB, ENCFF940AZB	9835760	ENCODE Processing Pipeline	8c454438f54fdbf205e2f6abc13b0a6c		https://www.encodeproject.org/files/ENCFF688CEH/@@download/ENCFF688CEH.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF350ZWB	tsv	gene quantifications	ENCSR364IBB	RNA-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF876BLI, ENCFF940AZB	10178303	ENCODE Processing Pipeline	db6939e17c60cb14366e30856184495c		https://www.encodeproject.org/files/ENCFF350ZWB/@@download/ENCFF350ZWB.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF631QNN	tsv	gene quantifications	ENCSR364IBB	RNA-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF958UQH	9782715	ENCODE Processing Pipeline	c76fcec8ffb6c06fbadfceac4457d20e		https://www.encodeproject.org/files/ENCFF631QNN/@@download/ENCFF631QNN.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF068QRU	tsv	gene quantifications	ENCSR759WPF	RNA-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF906MWU, ENCFF940AZB	10198238	ENCODE Processing Pipeline	ad861253e1a7402bc2506df01d62663b		https://www.encodeproject.org/files/ENCFF068QRU/@@download/ENCFF068QRU.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF377RBT	tsv	gene quantifications	ENCSR759WPF	RNA-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF674XKS, ENCFF826ONU	9820230	ENCODE Processing Pipeline	24386bc92e9b76c363bb1d2622f076bc		https://www.encodeproject.org/files/ENCFF377RBT/@@download/ENCFF377RBT.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF580CUS	tsv	gene quantifications	ENCSR000CQL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF373JIN, ENCFF940AZB	9960148	ENCODE Processing Pipeline	8af4a23d3353141ef991ff69bf81c43b		https://www.encodeproject.org/files/ENCFF580CUS/@@download/ENCFF580CUS.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF684XFE	tsv	gene quantifications	ENCSR000CQL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF456LGM, ENCFF940AZB	9895714	ENCODE Processing Pipeline	91bf1dca165b8ef9f6c33e9d5e6e363c		https://www.encodeproject.org/files/ENCFF684XFE/@@download/ENCFF684XFE.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF590IBA	tsv	gene quantifications	ENCSR000CQL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF826ONU, ENCFF861TBT	9514372	ENCODE Processing Pipeline	d0601f926770550fbf404c0a898307a8		https://www.encodeproject.org/files/ENCFF590IBA/@@download/ENCFF590IBA.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF447PJL	tsv	gene quantifications	ENCSR000CQL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF381PCW, ENCFF826ONU	9571252	ENCODE Processing Pipeline	535ca5c593e895f55da9669cdf612817		https://www.encodeproject.org/files/ENCFF447PJL/@@download/ENCFF447PJL.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF917CHS	tsv	gene quantifications	ENCSR654UPQ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens					polyadenylated mRNA		see document	see document		False, True	2012-01-17	ENCODE				1							ENCFF681DMD, ENCFF940AZB	10119609	ENCODE Processing Pipeline	bb37699312f7fd47c9af804d40a83755		https://www.encodeproject.org/files/ENCFF917CHS/@@download/ENCFF917CHS.tsv	GRCh38			released		low read depth, missing spikeins, inconsistent platforms	missing RIN	missing spikeins, insufficient read depth	
ENCFF804WUK	tsv	gene quantifications	ENCSR654UPQ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens					polyadenylated mRNA		see document	see document		False, True	2012-01-17	ENCODE				2							ENCFF733ELY, ENCFF940AZB	10082190	ENCODE Processing Pipeline	85b1c5cc773f1676cd33147c19df9e34		https://www.encodeproject.org/files/ENCFF804WUK/@@download/ENCFF804WUK.tsv	GRCh38			released		low read depth, missing spikeins, inconsistent platforms	missing RIN	missing spikeins, insufficient read depth	
ENCFF891CHR	tsv	gene quantifications	ENCSR654UPQ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens					polyadenylated mRNA		see document	see document		False, True	2012-01-17	ENCODE				1							ENCFF347CVI, ENCFF826ONU	9750100	ENCODE Processing Pipeline	4681a3cf107542819d07b2f765b96508		https://www.encodeproject.org/files/ENCFF891CHR/@@download/ENCFF891CHR.tsv	hg19			released		low read depth, missing spikeins, inconsistent platforms	missing RIN	missing spikeins, insufficient read depth	
ENCFF462RGP	tsv	gene quantifications	ENCSR654UPQ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens					polyadenylated mRNA		see document	see document		False, True	2012-01-17	ENCODE				2							ENCFF826ONU, ENCFF836WAG	9712398	ENCODE Processing Pipeline	c5d8af249f958a33e836205319e05a70		https://www.encodeproject.org/files/ENCFF462RGP/@@download/ENCFF462RGP.tsv	hg19			released		low read depth, missing spikeins, inconsistent platforms	missing RIN	missing spikeins, insufficient read depth	
ENCFF263OIE	tsv	gene quantifications	ENCSR227MWL	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	2 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1						ENCFF078FQE, ENCFF123SSX, ENCFF484VOS, ENCFF550VOB, ENCFF817RIH, ENCFF904HZM	1567297	Manuel Garber, UMass	9cc35bbbdd6d233f0f140f242afd00d3		https://www.encodeproject.org/files/ENCFF263OIE/@@download/ENCFF263OIE.tsv	hg19	Illumina NextSeq 500		released			missing RIN	unreplicated experiment	
